track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,explicit,
5vtyFzfLkCSJvXEZFjQAa1,Your Shirt,Chelsea Cutler,44,7snbuY5lclMPDpvdNmixPs,Your Shirt,2017-02-24,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.426,0.476,2,-6.64,1,0.0741,0.185,0,0.327,0.169,179.793,232759,False,
7LnlYD9vq4c9SOrgWOSuDh,Running Blind,Theo Kandel,37,2ETgSzd6wBTia4U6uCCR85,Running Blind,2019-07-05,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.724,0.497,4,-6.397,1,0.104,0.0544,0,0.212,0.576,154.859,224613,False,
4ICSZfaKo9t9JRClVZwEpG,Waterfalls,THE WLDLFE,48,2WfdksuPQovEliEyLf9QUG,New,2016-03-03,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.67,0.558,7,-7.615,1,0.0266,0.0572,0.0196,0.106,0.437,106.081,269119,False,
2J4T0IOIZjQhLzosKPR2PN,Gimme,BANKS,60,0oXzdlZ9duItTwmJLXbAfo,III,2019-07-12,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.762,0.619,2,-5.227,0,0.102,0.501,0.0000219,0.248,0.596,120.022,219493,True,
57nNNkgk768QVXq3uHxu5e,Ways to Go,Grouplove,63,1VNBZDM7OxEQPFbEtVqUuf,Spreading Rumours,2013-09-17,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.577,0.827,7,-7.54,1,0.0365,0.00338,0.000647,0.26,0.179,101.031,215520,False,
0s5ibKUNbISHnrBrx1o2nF,Too Far Gone,Lost Kings,57,4Ow8VDC7PLzir1Glze74dW,Too Far Gone,2019-06-07,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.619,0.833,7,-4.941,1,0.0366,0.0122,0,0.24,0.527,93.01,196953,False,
5SiPF66MWD55UCrvVKWufG,OPTIMISTIC,X Ambassadors,46,2zDIfEuTHRUgZHJ6hQMc5e,OPTIMISTIC,2019-08-23,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.346,0.928,0,-5.074,1,0.0851,0.00244,0,0.685,0.416,163.949,165593,True,
6fYjH3nS3NRxBRmIXsbDtX,There's Still A Light In The House,Valley,16,3sM4jQAMDikT1KDdXnykgN,MAYBE - Side A,2018-11-23,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.62,0.655,4,-8.525,1,0.0455,0.024,0.0000419,0.301,0.335,109.987,203107,False,
7cLm450e9XaPrEZTSTsfwU,it's not u it's me,Bea Miller,71,2H7CLWulZOueBe1Hjtznm1,it's not u it's me,2019-03-01,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.776,0.568,0,-6.419,0,0.125,0.0204,0.0000169,0.078,0.749,150.901,194526,True,
7aFfriQJAyHK6eC09YMQBK,Get Out,CHVRCHES,55,7EchhykwUf4ACDDABEDa7o,Love Is Dead,2018-05-25,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.487,0.82,0,-5.427,0,0.0309,0.00109,0.0428,0.224,0.211,162.034,231360,False,
4P1EGoXLWQ1YF6Nsmr1pfy,You And I,L�ON,66,4rH2e0qPw9MrwOSdk9rKNe,L�ON,2019-03-01,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.554,0.786,9,-4.288,1,0.0491,0.0024,0,0.148,0.358,120.057,224064,False,
2AwCsgb9YMkjfe471IOEvf,Middle of Somewhere,The Neighbourhood,63,1aO0w4e1uI8DeOANHRinWy,Middle of Somewhere,2019-08-16,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.507,0.447,9,-6.723,0,0.0245,0.725,0,0.21,0.341,92.047,173960,False,
69WAiCaEdxACKzB4B7Bv27,Number One Fan,MUNA,56,5ZpSRd3GwvEGrD7kWn0fHz,Saves The World,2019-09-06,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.746,0.56,9,-4.898,1,0.0354,0.00656,0.000717,0.361,0.511,124.013,205880,False,
1GZH9Sv6zCIse2GKihRHKy,Summer Girl,HAIM,60,2U2dYHLwLrHSQ3m2YQcNHj,Summer Girl,2019-07-31,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.512,0.544,1,-7.953,0,0.226,0.356,0.0159,0.169,0.616,99.927,205027,False,
0l0pHBglf8cL6JI62RpWnT,You Don't Love Me Now,The Made and The Born,16,6maGgvHm8tOEmcKUHXPeQ7,You Don't Love Me Now,2019-07-05,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.658,0.588,11,-13.721,0,0.0376,0.00832,0.0013,0.206,0.533,109.994,215556,False,
41LS3EcBdatoKJzmW7orjL,No Turning Back,Lost Stars,17,2qfKS0SkQbtONeGUPpllrg,Sirens + Light,2019-07-05,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.88,0.688,0,-5.067,1,0.067,0.0986,0.00000931,0.0477,0.81,104.027,206184,False,
5pd5gGxcHxErpWzbYxNi15,Hold The Line - Acoustic,A R I Z O N A,53,6U4ki0vCmP0GpIG2EWZKXQ,Hold The Line (Acoustic),2019-07-25,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.648,0.311,6,-10.847,0,0.0358,0.913,0.0000689,0.112,0.327,90.946,195561,False,
7nGVsZvWnSvQJGkuxTnOrS,Move On,ayokay,38,0zZ55G2YaRaCsaxMzBnPDH,we come alive. (1-3),2019-08-09,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.712,0.677,11,-5.911,0,0.0274,0.252,0,0.185,0.514,110.001,224482,True,
7aeZoYnAebnnmNJLnxE7IG,Heavy,Romance and Rebellion,25,7wJ63M6igMQ32eTGE3du1h,Heavy,2019-09-13,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.558,0.835,10,-5.888,0,0.0417,0.000911,0.00000874,0.244,0.699,154.122,199008,False,
4djIFfof5TpbSGRZUpsTXq,Talk Too Much,COIN,68,4TJUrdwbeKC9qcouPlBuLe,How Will You Know If You Never Try,2017-04-21,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.598,0.888,4,-5.119,1,0.0807,0.00947,0,0.347,0.482,103.966,187133,False,
7iv32XEy2HlM7PqQO4lp5f,All Love,FLETCHER,71,4aGGhfTv8mJ9JAiz8dsa0L,you ruined new york city for me,2019-08-16,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.678,0.487,4,-7.177,1,0.0866,0.272,0.000261,0.181,0.48,141.983,193600,True,
2RZG69vGcBkMGZQf7JiO3v,You Are Losing Me,Chelsea Cutler,62,6oZI1hY0Xm2CYBA2Wvs2GA,You Are Losing Me,2019-09-27,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.577,0.43,7,-9.764,1,0.0714,0.224,0.0000253,0.135,0.346,99.982,207333,False,
3SsSCdNTc2gnZ7aqrCVdnI,Beautiful Girl - Radio Edit,Junge Junge,5,50lIwF4ClzeVWi4TqG8FhF,Beautiful Girl,2015-03-02,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.92,0.495,4,-9.964,0,0.0963,0.389,0.151,0.0907,0.622,120.048,200627,False,
3wyJ90In0gjiWYgXniY4Op,Heroes (we could be) - Branchez Remix,Alesso,48,03cpWxb3t38YrVTxBI62og,Heroes (we could be) [The Remixes],2014-12-08,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.662,0.487,5,-9.028,1,0.0325,0.474,0.000114,0.0929,0.33,122.057,204907,False,
0wGFNHfPbknx9LAt8Nj8FE,I Bet My Life - Alex Adair Remix,Imagine Dragons,2,64fRjnGGjvdXC5PfTJKz8M,I Bet My Life (Remixes),2015-01-26,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.591,0.519,1,-9.077,1,0.279,0.0637,0.000238,0.154,0.588,117.159,190280,False,
3NFuE3uDOr6QUw9UZ9HzKo,Sugar (feat. Francesco Yates),Robin Schulz,59,23XWXQAZVXGyRRpEmYOyQF,Sugar (feat. Francesco Yates),2015-07-17,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.636,0.815,5,-5.098,0,0.0581,0.0185,0,0.163,0.636,123.063,219043,False,
0fXTcou0FQxSGksz3phLfT,It's Strange (feat. K.Flay),Louis The Child,2,5CoC3pEW4nRAy2ufjUS87a,It's Strange (feat. K.Flay),2015-09-09,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.837,0.492,0,-7.792,1,0.354,0.371,0.0401,0.102,0.417,85.951,245581,False,
14CsUVcoKztExH6aSgfrfb,Is This Love - Montmartre Remix,Bob Marley & The Wailers,11,2vivonRnTYYyd9LdsrYKoA,Is This Love (Montmartre Remix),2014-09-22,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.621,0.616,6,-7.211,0,0.15,0.0765,0,0.131,0.512,122.93,269404,False,
2kpziA4mHuM7Na6La4upg1,Coming Over - filous Remix,James Hersey,16,24zMrWtj8r3QmczFyWhrPM,Coming Over (filous Remix),2015-08-28,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.791,0.494,8,-11.077,1,0.0456,0.478,0.00475,0.0996,0.317,109.998,198545,False,
3iQHc5Mk6yN1ntBjJYD89H,Shots - Broiler Remix,Imagine Dragons,7,4gguFmtJz3G4UiIhva7QaN,Shots (Broiler Remix),2015-03-27,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.723,0.794,11,-7.136,0,0.0365,0.413,0.113,0.0928,0.589,120.007,191573,False,
2eFxaSHpZcJiwKlUpHqtLp,Wild Eyes,Broiler,6,4DAm6vphc5YLSFj9nPFgWg,Wild Eyes,2014-11-10,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.628,0.747,11,-6.448,0,0.0683,0.319,0.000628,0.0979,0.138,126.01,204573,False,
6kSoZBTDLlyukdWgLM0TUZ,Say My Name (feat. Zyra) - Jai Wolf Remix,ODESZA,43,7Eg6srmG6BVIEiUmiRjzI4,Say My Name Remixes,2014-10-13,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.799,0.688,6,-4.485,0,0.0335,0.00304,0.198,0.149,0.107,115.009,293217,False,
6AOHd0PzHGNo0tBh2olFx1,It's You - Broiler Remix,Syn Cole,2,2aeE1AayjyioXNp7JelD0f,It's You (Broiler Remix),2015-04-29,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.622,0.753,10,-6.609,1,0.0375,0.186,0.00000116,0.0873,0.457,127.984,196911,False,
2mtmVxxieIIJdMqDvy5aq3,I Can`t Say No! - Broiler Remix,Lea Rue,40,6K1DUQWqIrbNrJwZgPW6tu,I Can`t Say No! (Broiler Remix),2015-07-10,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.726,0.588,11,-9.185,0,0.0543,0.133,0.00116,0.108,0.222,128.011,204375,False,
6KBCPmeUIbUgXJr3GOcYU1,Time - Yelhigh Remix,Yelhigh,1,59aQRQf5VIYLrD2gApEMSK,Time Remixes,2014-03-03,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.564,0.842,7,-4.65,1,0.0445,0.000176,0.0308,0.344,0.205,145.99,271241,False,
7qVbgfYUPrcPcJtqZoRis3,High Hopes - filous Remix,Kodaline,51,2LIMA6SrPnsD5DMZQRFNSJ,Honest (Remixes),2015-03-06,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.693,0.654,4,-8.531,1,0.042,0.315,0.00862,0.0829,0.153,120.016,282427,False,
3cwProa7pzzqTGYPYp5Efc,Another Love - Dimitri Vangelis & Wyman Remix,Tom Odell,45,0YC2QWJbLlNQWuro0iYeh7,Another Love (Dimitri Vangelis & Wyman Remix),2014-09-23,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.563,0.863,4,-3.958,0,0.0666,0.0724,0.0000278,0.373,0.336,127.968,204413,False,
00YeYHw6zhoy1y7EPTgIkj,Shine - Kygo Remix,Benjamin Francis Leftwich,48,6tUKtq2hrHaWVs5Qokzc1P,Shine (Kygo Remix),2014-01-01,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.703,0.599,4,-8.687,1,0.138,0.402,0.000572,0.243,0.312,112.017,280640,False,
6W4GTXLYX8HkmZGmVkfrSC,Ohio - filous Remix,Damien Jurado,56,7JLUZYjuxVsjuOc9aa8Gb7,Ohio (filous Remix),2014-10-17,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.599,0.699,1,-7.588,0,0.1,0.58,0.276,0.108,0.296,120.927,245960,False,
0SWgjMbFFzariuvxAxbybu,Give Me Sunshine - Jerome Dub,Santa Maradona F.C.,8,1vWVS6bAKYvIGjQlyabdpT,Give Me Sunshine,2014-10-17,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.867,0.677,0,-6.978,1,0.0451,0.0507,0.143,0.562,0.541,119.001,246085,False,
5kZRoc6Gz7u5eu4a0YM2LS,Reality - Radio Edit,Lost Frequencies,51,5WUXC8UZAuNWPJ6fbhMWTl,Reality,2015-07-10,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.731,0.639,9,-6.597,1,0.0359,0.0206,0.0000129,0.0789,0.527,122.08,158474,False,
6YuFrGKapNrKSDVnBmcBj3,Journey Feat. Emma Carn - Radio Mix,BUNT.,30,0n72hAyauVXorzS1fqAabl,Journey,2014-10-17,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.503,0.438,0,-17.995,1,0.0485,0.318,0.111,0.0913,0.409,123.824,236129,False,
6mp9IeMdujzozbEJdeQ4DW,Come Back To Me - filous Remix,Urban Cone,2,1LZ1GxqoO0MNgO4AYZFmNy,Come Back To Me (Remixes),2015-04-24,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.484,0.714,6,-6.809,0,0.0622,0.496,0.0168,0.128,0.366,95.064,171789,False,
0hNduWmlWmEmuwEFcYvRu1,Sunset Lover,Petit Biscuit,77,4Ky2PpWb26OxNabAMffyBw,Sunset Lover,2015,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,237793,False,
6qbaRdGTS1lEV0PKgolUoS,Hard Time - Kretsen Remix,Seinabo Sey,3,0TOgJqtN0xmcNOOjtHFrzw,Hard Time / Pistols At Dawn,2015-06-05,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.455,0.86,0,-6.112,0,0.0556,0.104,0.00000427,0.32,0.38,96.046,252000,False,
0KOMzOpAeg3CNrs7UceEpO,Hurricane - Arty Remix,Halsey,3,0w2bap7LymZYfMzluwao9D,Room 93: The Remixes,2015-03-03,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.43,0.853,0,-4.107,1,0.0692,0.0279,0.00000329,0.376,0.446,127.956,224520,False,
5EEb0Vm8xUKjpwH2jlftOl,Divinity - filous Remix,Porter Robinson,41,14i5IIywwM8fMuuI87M4Ap,Divinity (filous Remix),2014-12-19,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.529,0.721,2,-9.994,1,0.0465,0.00859,0.526,0.0594,0.499,99.977,247200,False,
6UqRGwjwYL0stXbaodTxwo,Seve - Radio Edit,Tez Cadey,69,40d8W7uNHGeih483QVvLu4,Seve (Radio Edit),2015-01-26,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.74,0.831,5,-7.321,1,0.0456,0.444,0.00304,0.0769,0.448,121.034,210853,False,
04JbHAAn3uqbfnx6ptFyaK,No Rest for the Wicked - Robin Schulz Remix Edit,Lykke Li,47,1SrvubPy1Dg2BWJyTMcmgr,Prayer,2014-09-16,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.65,0.903,11,-5.045,0,0.0381,0.000259,0.156,0.905,0.545,119.998,201040,False,
0SzWYIT1tVV27FjUkruzLD,All That - The Knocks Remix,Carly Rae Jepsen,0,2V6JckkxAHDGUDhJIJvWD0,All That (The Knocks Remix),2015-09-18,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.747,0.785,9,-5.15,1,0.0634,0.01,0.187,0.0669,0.777,121.007,310253,False,
0i3utbege8Iy3q7Hy86QCF,Klanga - De Hofnar Remix,Gostan,5,4rcRFEkfAeLD4GMheeTSny,Klanga,2014-11-28,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.719,0.527,6,-9.077,1,0.0408,0.0312,0.716,0.105,0.58,123.955,264293,False,
37sijFfgFJRxDBrCqyD6It,Waiting Here - filous Remix,Jake Isaac,36,4BKtxIqUu4hOe1qHkxbwL7,Waiting Here (Remixes),2015-01-13,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.679,0.556,4,-9.187,1,0.0291,0.106,0.000905,0.0952,0.181,125.002,259200,False,
0OfZ9imMwFU03zc2wl8pBt,How Hard I Try (feat. James Hersey),filous,53,6r12F8ZnMQxGdUVBWoBjqM,Dawn EP,2015-07-17,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.743,0.564,5,-8.761,1,0.045,0.299,0.000693,0.109,0.505,120.012,198000,False,
6EIETcclomf0Kq1QzteiqM,Solid Ground - Deepend Remix,Alex Vargas,27,0S4ubzhm63s14es7TeXKZ5,Solid Ground (Deepend Remix),2015-06-26,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.529,0.718,1,-4.33,0,0.036,0.137,0.000166,0.167,0.267,123.002,210823,False,
2sHY6sT0EomTon1pVVLwjF,2AM - Matoma Remix,Astrid S,3,4e9bmpAF2A8gvImxaTUXil,2AM (Remixes),2015-05-12,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.706,0.748,8,-4.457,1,0.0421,0.0383,0.311,0.0994,0.206,100.004,235200,False,
4wTMUy64bGyYPDx46tJuBB,Skyline,K-391,0,0JmzjJUU0EjPUqkYcSOaWi,Skyline & Backyard Happiness,2015-03-18,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.567,0.493,6,-18.127,0,0.036,0.659,0.445,0.108,0.589,169.99,231562,False,
4dJBrqwQdAoy0vQERFwFRk,Paris - Lost Frequencies Radio Edit,Antoine Malye,1,6Br2EoYmj6kgf9Ty9VD7nh,"Armada Sunset, Vol. 2 (Unmixed)",2014-11-21,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.735,0.59,6,-9.238,1,0.0541,0.315,0.252,0.0804,0.129,100.036,234826,False,
2XM9PGYRKLL0kgJK7WLR7S,Bones - LEEX Remix,Kafka Tamura,1,0nLA9PXx2YdWOKhjqZlAIs,Bones,2015-07-24,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.846,0.254,0,-21.492,1,0.0575,0.122,0.0000142,0.111,0.467,119.971,183800,False,
2APqQANaVkJ7erarpujjHh,Miracle in the Middle of My Heart - Radio Edit,Cl�ment Bcx,25,31ZhsFsA1eF5ywW6uxxDjT,Miracle in the Middle of My Heart,2015-11-06,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.757,0.627,10,-6.441,1,0.0284,0.42,0.000868,0.117,0.212,115.017,174261,False,
30DvrKbciJunUOfIlg0FQy,Heart (Samuraii Remix),Stonefox,0,2Szsxb6kBAO0sdGJ8GVjt5,Heart (Samuraii Remix) - Single,2014-11-12,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.713,0.664,8,-8.815,0,0.0525,0.689,0.00963,0.316,0.423,103.998,343846,False,
3Efi1Za9jvExuHtNKH1NBa,High On You,Sebastien,29,6EAwjPhbk82x5ZWRhmuamw,High On You,2015-04-02,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.821,0.58,4,-10.243,0,0.0708,0.0805,0.00208,0.152,0.346,120.012,231493,False,
5V5429MhHn9vSOSZzVKlwK,What I've done - Feast. Remix,James Hersey,46,10Z4D0pLAoviFVGgeWu3ol,What I've done (Feast. Remix),2015-01-13,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.77,0.645,8,-11.918,1,0.066,0.0015,0.673,0.109,0.399,120.013,194000,False,
54MSbtjeIe8nFGZLfc7rlD,What - Radio Edit,Ferdinand Weber,2,0N7BdBlCMGOYYLumwT5kDR,What,2015-06-01,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.798,0.718,0,-7.753,0,0.0434,0.000553,0.859,0.0295,0.45,119.983,176000,False,
4r8hRPbidDIoDPphxi78aY,I Got U,Duke Dumont,15,5F47pY1Lmj3DXPg1mzLjkE,I Got U,2014-01-01,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.653,0.756,0,-7.794,1,0.0366,0.00364,0.00651,0.089,0.42,120.82,285596,False,
0k93MXOj0kSXo84SvSDeUz,Ocean Drive,Duke Dumont,17,1jlUEbR1VEEGzjK47Xk1gT,Ocean Drive,2015-07-31,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.689,0.711,8,-5.027,0,0.0455,0.00714,0.000499,0.135,0.566,115.048,206320,False,
7ri4jOlUUpAOivi56ONeTm,Operate (Illenium Remix) [feat. Royal],Kill Paris,2,23RBwajUIeZvfKXfo0zMLf,Operate (Illenium Remix) [feat. Royal],2015-07-06,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.54,0.705,8,-4.046,1,0.053,0.0618,0.000849,0.111,0.131,91.94,264946,False,
2nDRtDihYqKsHUbxheXRTR,The Devil's Tears - Sam Feldt Edit,On June,5,50IG2595wL2PfnZ4JjeZhh,The Devil's Tears (Sam Feldt Edit),2015-10-30,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.798,0.595,4,-8.326,1,0.0421,0.0277,0.446,0.0575,0.718,111.998,240257,False,
2H8LPaY3NSjmOFMH2Rygnz,Running Out,Matoma,58,5vYA5O6P4ESBwV1gN1orpi,Running Out,2015-12-01,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.601,0.682,10,-5.905,1,0.0338,0.0856,0.00384,0.132,0.17,94.999,211200,False,
0aHOXu219Z4MqEKwiKsddl,Show Me Love,Robin Schulz,60,5XyJzEROSmup2TcWmVjTIt,Sugar,2015-09-25,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.53,0.65,11,-6.251,0,0.03,0.0461,0,0.0974,0.316,123.972,255960,False,
69U3cSTPAkGJufskzC0qHK,"Sleep, For The Weak! - Lost Frequencies Remix",Lea Rue,27,2BvuP1GqOGMu0SVcol8IIw,"Sleep, For The Weak! (Lost Frequencies Remix)",2015-12-15,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.784,0.501,7,-8.589,1,0.0415,0.256,0.075,0.0987,0.634,120.989,200331,False,
0nMqAzCOdTbB4AtNUe2qZ6,burning gold - Autograf Remix,Christina Perri,38,5fceqTaxlklUq4S8IAyRqT,burning gold remixes,2014-11-04,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.482,0.842,4,-5.866,0,0.309,0.0906,0.00913,0.0904,0.12,97.853,333061,False,
77M0970AjqzXYTdCxHvQiN,Let's Go Home (Pegato Remix),Eklo,33,2oz1JBVWk6BVm3ihpmty9F,Let's Go Home (Pegato Remix),2015-06-25,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.722,0.715,10,-7.283,0,0.0299,0.0961,0.0623,0.227,0.251,103.522,298158,False,
6MMLr5UnPXkZp5kJHBDPxO,Keep On Waiting,Napkey,37,5ZnpKS2eAWBePJDrq2pNff,Walls - EP,2015-11-13,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.671,0.537,3,-9.094,0,0.0496,0.582,0.0151,0.0853,0.344,124.942,193627,False,
4A1IGpeMdt8sUdTPfNzYcd,Brightest Light - Radio Edit,FDVM,26,5ePsyNYPL613mI8nqs7kwS,Brightest Light (Radio Edit),2015-11-27,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.812,0.472,10,-9.03,0,0.0441,0.525,0.0886,0.102,0.596,121.956,205063,False,
2psMX6T06eYYa2UhAjrsNQ,Keep Me in Mind,Cape Cub,43,4wjsPSjsFyNQylLUofR5DV,Keep Me in Mind,2015-10-06,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.693,0.438,6,-10.025,0,0.0355,0.15,0.000553,0.0981,0.16,117.987,199221,False,
7iOwtEpJvvUp631D97KAmz,Rush,Zwette,2,4cFAUIMRBI30OqfnslPOTW,Rush,2015-03-23,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.829,0.564,6,-8.034,1,0.0362,0.00361,0.0328,0.0919,0.881,124.979,203491,False,
3C0uXzWyIg8d6WBrBviGKc,We Go Home,The Avener,2,0WfNKZd5rwfrJkHNrdhSbO,The Wanderings Of The Avener,2015-11-06,Chillout & Remixes ??,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.8,0.634,1,-6.353,1,0.0551,0.261,0.0116,0.115,0.657,120.07,194240,False,
